65384	花呗 的 账单 不能 分期 吗	花呗 是不是 每天 只能 分期 两次	0
13107	当天 用 的 花呗 可以 当天 还款 吗	花呗 可以 找 朋友 还款 嘛	0
59528	蚂蚁借呗 贷款 情况 证明 怎么 没有 章	为什么 有些 软件 没 蚂蚁借呗	0
63389	从卡 支出 * * * 到 花呗 ， 会 转出 吗	花呗 怎么 转换 到 银行卡 支付	0
74079	花呗 怎么 没 看到 退款	怎么 查看 未 出账 的 所有 花呗	0
30530	花呗 零时 额度 查询	如何 关闭 蚂蚁花呗 临时 额度	0
11440	花呗 提前 扣款 啥意思	花呗 跟 你 扣款 谁	0
73057	借呗 还款 怎么 还 的	借呗 额度 我 为什么 用 不了	0
4409	本月 以 还款 ， 怎么 不能 关闭 花呗	是不是 就 可以 关闭 花呗 了	0
29752	花呗 叫 滴滴 打车 是 在线 支付 吗	滴滴 打车 可以 在 花呗	0
55219	哪里 可以 用 花呗 支付	什么 时候 系统 可以 恢复 花呗 支付 电费	0
59912	为什么 我 的 花呗 有时候 买 不了 火车票	花呗 怎么 买 不了 火车票 了	1
38325	花呗 长期 不 使用 会 自动 关闭 吗	关闭 花呗 后 支付 中 不 提示 用 花呗	0
64247	借呗 额度 不够 可以 超额 吗	借呗 领取 的 额度 是 临时 额度 吗	0
31707	我 的 花呗 啥时候 能 可以 用	我 什么 时候 开通 花呗 的	0
4160	借呗 资料 完善	怎么 完善 借呗 的 信息	1
70297	花呗 提前 还款 网址	提前 还款 花呗 怎么 还	1
72620	花呗 九号 晚上 * * * 点 之前 不会 算 逾期 吗	* * * 号 还 花呗 是不是 逾期	0
4981	求 恢复 蚂蚁借呗 额度	能 恢复 我 的 借呗 额度 吗	1
89744	是 我 借 的 ， 我要 提前 还 ， 我 没有 分期	不是 ， 还是 分期 还 ， 我 就是 想 了解 下 每个 月 提前 还款 ， 利息 还是 按照 到 * * * 号 的 扣 对 吗	0
43824	花呗 芝麻信用	我换 了 电话号码 花呗 额度 跟 芝麻信用 还 在 吗	0
98218	怎么 查 一下 我 的 借呗 所有 的 借款 和 还款 记录	蚂蚁借呗 怎么 查看 还款 记录	0
27907	如何 将 网商贷 变成 蚂蚁借呗	网商贷 怎么 能 变成 蚂蚁借呗	1
24393	为什么 我 的 蚂蚁花呗 无法 绑定 银行卡	平安 银行卡 为什么 邦 上 了 花呗 又 估计 失败	0
55487	为什么 借呗 总是 进不去	我 怎么 进不去 蚂蚁借呗 ， 总是 显示 今天 人太多 了 ， 明天 早来 会 ， 什么 意思	0
69345	我 的 店铺 开通 了 花呗 支付 功能   为啥 都 不能 用	我 是 天猫 商家 ， 如何 开通 蚂蚁花呗 支付	0
6668	我 的 借呗 还款日期 是 什么 时候	我 的 借呗 还 上 了 吗	0
95457	花呗 逾期 消除	花呗 逾期 自动 扣费	0
6569	我 这个 月 * * * 号 买 的 东西 是 这个 月 * * * 号 还款 还是 下个月 还	如果 我 在 花呗 还款日 之前 还款 完后 消费 了 花呗 ， 这个 是 在 下 一个 还款日 还 吗	0
92707	花呗 可以 和 支付宝 一起 用 嘛	花呗 可以 和 自己 已 拥有 的 资金 一起 使用 吗	0
8718	银行卡 解绑 了 一张 还 能 用 蚂蚁花呗 借呗 吗	蚂蚁借呗 ， 可以 花呗 用 吗	0
35088	收款码 可以 收款 花呗 嘛	当面付 可以 用 花呗 和 信用卡 收款 吗	0
32686	近期 借呗 还款日 几号	借呗 还款日 是 怎么 说 的 ？ 几号 固定 还 还是 哪天 借次 月 同天 还	0
10394	我 的 为何 不能 申请 花呗 收钱码	花呗 收钱码 怎么 开通 不了 了	1
12651	主动 关闭 借呗	主动 申请 蚂蚁借呗 地址	0
49390	开通 花呗 没有 消费 要 收费 不	花呗 开通 后 不用 会 收费 吗	0
7559	双 * * * 花呗 还有 临时 额度 吗	昨天 我 看 我 都 有 花呗 临时 额度	0
58044	蚂蚁借呗 短信 验证码 是 银行卡 预留 手机号 麽	问 下 蚂蚁花呗 还账 的 时候 为什么 验证码 不是 银行 预留 手机号	0
72560	花呗 分期 可以 提前 还 嘛	这个 可以 花呗 分期 吗	0
36693	蚂蚁借呗 的 额度 是 怎么 限定 的	蚂蚁借呗 最大 期限 就是 * * * 个 月 吗	0
70412	想 说 的 是 ， 花呗 ， ， 买 衣服 钱 ， 他 退还给 我 了 ， 没有	我 的 钱 退回 花呗 了 ， 花呗 的 钱 怎么 没有 少 呀	0
306	我 花呗 还有 * * * 额度   为什么 分期 不了 * * * 商品	淘宝 商户 的 花呗 分期 ， 为什么 我 不能 使用	0
40336	如果 我 还 了 临时 额度 后后 我 的 花呗 还会 有 临时 额度 吗	花呗 的 临时 额度 还款日 跟 正常 一样 嘛	0
16261	我 的 手机 丢 了 ， 所以 开通 的 花呗 能 转到 这个 来 嘛	我 已经 开通 花呗 了 ， 但是 还是 不能 用 ， 是不是 我 支付宝 跟 我 这个 淘宝 账号 是 不 一致 的	0
11460	用 花呗 亏 吗	我用 花呗 分期 怎么 用	0
82929	这个 支持 花呗 付款 吗	口碑 商家 支持 花呗 付款	0
97005	余额宝 有钱 ， 借呗 没有 自动 还款	余额宝 的 钱 可以 自 还 借呗 的 钱 吗	0
27783	花呗 怎样 设置 密码	怎样 修改 花呗 密码	0
101358	我 要是 想 用 借呗	我 想 咨询 下 网商贷 如何 变成 借呗	0
63342	香港 身份证 怎么 开花 呗	我 的 淘宝 怎么 开花 呗	0
6073	别人 打到 我 银行卡 里 的 钱 被 花呗 自动 扣除 了 ， 怎么办	我 明明 支付宝 支付 的 时候 扣 的 是 银行卡 里 的 钱 ， 有 银行 短信 提示 的 。 为什么 花呗 里 却	0
78079	如果 出 了 意外 没 还 的 花呗 怎么办	花呗 ， 还 没 出账	0
90406	怎么 把 花呗 和 借呗 换到 另 一个 支付宝	两个 支付宝 号 怎么 更改 花呗	0
46229	我 现在 有 特殊 情况 ， 花呗 能 找 他人 代 还 吗	我 还 能领 花呗 吗	0
53819	蚂蚁借呗 本月 借	刚刚 从 蚂蚁借呗 借 的 钱 去 哪 了	0
13637	我 想 了解 花呗 和 借呗	如何 禁止 花呗 和 借呗	0
100663	用 花呗 有没有 限制	蚂蚁花呗 限制 额度 吗	0
53292	为什么 我 花呗 额度 比较 低	为什么 有 的 人 芝麻信用 分比 我 低 ， 借呗 额度 比 我 高	0
92947	借呗 可以 还 最低	蚂蚁借呗 可以 一天 就 还 吗	0
40813	借呗 只有 六个月 和 * * * 个 月 吗 ？ 有 没 短期 的	借呗   只有 * * * 个 月 和 * * * 个 月	1
73007	怎样 重新 开通 花呗	关闭 花呗 ， 再 一次 开通 怎么 开通	0
78665	花呗 怎么 不能 开通	我 花呗 识脸 功能 初始化 失败 是 怎么回事	0
32251	可以 开通 花呗 么	怎样 快速 开通 花呗	1
34854	花呗 能 不能 在 小卖 铺 使用	花呗 在 闲鱼 上 能 用 吗	0
51741	为什么 我 的 借呗 利息 万分之 五 ， 朋友 的 是 万分之三 五	为什么 我 的 蚂蚁借呗 日息 是 六毛	0
20904	花呗 关闭 后 ， 我 的 其他 支付宝 账号 能否 开通 花呗	花呗 不想 开通 ， 怎么 关闭	0
98979	开通 花呗 收款 需要 什么	我 怎么 开通 不了 花呗 收款 吖	1
63448	花呗 积分 能 兑 钱 用 吗	花呗 线下 支付 积分	0
5424	花呗 分期 这么 弄	花呗 还款 找 怎么 分期	1
85194	花呗 分期 一次性 还清 会 恢复 额度 吗	花呗 分期 了 恢复 额度 吗	0
34555	给 个人 付款 能 用 花呗 分期 吗	花呗 如何 设置 分期付款 方式	0
102134	我 想 提高 下 花呗 额度	为什么 我 的 花呗 会 降额 ？ 借呗 被 关掉	0
101347	欠 蚂蚁借呗 的 钱 余额宝 上 没有 钱会 那里 扣	借呗 自动 扣款 ， 余额宝 没放钱 ， 放在 余利 宝 里面 行不行	0
79225	蚂蚁借呗 只能 借 * * * 个 月 吗	蚂蚁借呗 影响 将来 房贷 吗	0
99379	可以 花呗 结账 吗	还 了 款 就 可以 刷 花呗 了 吧	0
22834	怎么 才能 将 花呗 和 我 银行卡 解除 捆绑	如何 把 花呗 银行卡 删除	0
42203	花呗 积分 怎么 兑换 爱奇艺 视频 会员	花呗 自动 扣款 开通 爱奇艺 会员	0
18439	可不可以 申请 一个 借呗 呀	蚂蚁借呗 申请 没过多久 才 可以 再次 申请	0
91366	此单 我 已付 过款 ， 怎么 显示 用 花呗 了	用 花呗 付款 押金 怎么 退	0
18635	我 购买 手机 时 ， 显示 是 可以 花呗 分期 ， 但是 付款 时 出来 窗口 是 全额 付款	花呗 可以 在 实体店 付款 吗	0
33043	花呗 分期还款 可以 一次性 还 一半 吗	花呗 可以 还 一半 嘛	0
20245	用 不了 花呗 怎么回事	花呗 临时 提额 活动 我 参加 不了 吗	0
91184	收钱码 完好 ， 为什么 吗 不能 收 花呗 的 钱	收钱码 一次 只能 收 几百 花呗 么	0
77344	蚂蚁借呗 能 提现 到 网商 银行 吗	蚂蚁借呗 提现 到 没有	0
45749	使用 花呗 ， 还 会扣 我 的 银行卡 钱 吗	使用 花呗 是从 我 银行卡 扣钱 的 ， 可是 下个月 花呗 又 从 我 银行卡 扣出 花呗 的 钱	0
15338	花呗 的 钱 和 淘宝 上 买 的 东西 的 钱 不 对应	我 淘宝 买 东西 为什么 说 花呗	0
14858	能 不能 帮 我 提升 蚂蚁借呗 额度	能 提 蚂蚁借呗 那	1
12752	开通 花呗   花钱 吗	关闭 花呗 之后 能 不能 在 开通 吗	0
1120	我 的 花呗 打开 怎么 会 重新 登录 支付宝 账号	我 打开 花呗 显示 ， ， ， 你 可 登录 支付宝	0
87201	花呗 分期 现在 有 免息券 可以 兑换 么	为什么 现在 没有 花呗 分期 免息券 了	0
81100	蚂蚁借呗 可以 借 * * * 年 吗	蚂蚁借呗 能 重复 借款 吗	0
75084	蚂蚁借呗 还 能 提前 还款 那	借呗 提前 还款 ， 余额 有钱 但 不让 我 还	0
53888	为什么 淘宝 上 花呗 能 用 ， 而 支付宝 上 的 花呗 不能 用	为什么 花呗 只 可以 交 花费 不 可以 用 淘宝	0
27302	怎么 我 开通 了 花呗 支付 ， 现在 又 不 支持 了 ， 怎么 从 新开通	用 不了 花呗 支付 什么 问题	0
83023	开通 花呗 不用 有 费用 吗	不 使用 花呗 ， 有 扣费 项目 吗	1
20597	没有 成功 交取 费用 。 不想 用 花呗 交了 怎么办	我 昨晚 在 花呗 交了 电费 怎么 还 不到 账	0
84123	刚用 花呗 怎么 显示 暂 不能 用	我 的 花呗 临时 额度 为什么 不能 用	0
75207	花呗 切换 账号	花呗 切换 到 另 一个 账号 上	1
97255	我 的 商家 怎么 开通 花呗 支付	商家 服务 开通 花呗 收钱	1
62657	花呗 冻结 如何 解	花呗 冻结 还 可以 用 吗	0
74458	花呗 还账 是 几号 到 几号	觉得 花呗 怎么 还账	0
91398	之前 在 飞猪 的 订单 取消 之后 退款 到 了 花呗 ， 但是 湖北 花呗 的 钱 我 之前 已经 还 了	意思 是 ， 我 不 欠 花呗 的 钱 了	0
23276	线下 商家 花呗 支付	线下 商家 花呗 付款 异常	0
99700	身份证 过期 了 如何 还 花呗	花呗 预期 忘 还 了 怎么办	0
64074	借呗 这个 月 借 的 钱 什么 时候 还	借呗 是 每个 月 几号 还 钱	0
19755	花呗 结清 证明 能 不能 发 我 邮箱	你们 不能 开具 花呗 结清 证明 吗	0
56860	花呗 如何 提前 还款	问   花呗 提前 还款	1
80465	借呗 一年 内能 借 多少 次	额度 是 多少 ， 才能 使用 借呗	0
20266	借呗 还款日 会 有 通知 提醒 吗	借呗 会 发短信 通知 还款 吗	1
27042	我用 花呗 买 的 衣服 。 然后 还 了 钱 后来 我 把 衣服 退 了 退 的 钱 到 哪	我用 花呗 上 的 钱 买 了 件 衣服 ， 后面 退回 衣服 给 淘宝 了 ， 钱 已经 退回 花呗 上 ， 我 怎么 看不到 这笔 款 的 显示	0
46104	花呗 还 最低 额度 影响 信誉 吗	这个 月 的 花呗 能晚 两天 还 影响 信誉 吗	0
92311	元月份 几天 消费 反倍 吗 花呗	花呗 * * * 元 的 消费 了 吗	0
2537	借呗 可以 提高 安全 吗	账号 借呗 安全 吗	0
87251	花呗 最近 关闭 了 什么 服务	怎么 关闭 花呗 支付 首选	0
98988	身份证 过期 会 影响 借呗 会 提升 吗	身份证 过期 还通 开通 借呗 吗	0
2841	花呗 和 实 付款 不 一样	花呗 退款 金额 和 花呗 交易 金额 不 一样 怎么回事	0
7238	我 的 蚂蚁借呗 怎么 上面 都 没有 了	我 明明 的 借呗 没 借 那么 多	0
81333	为什么 我 的 花呗 借呗 都 无法 开通	我 的 花呗 绑定 成功 银行卡 了 怎么 显示 未 绑定	0
66508	我 在 济州 的 境外 花呗 为什么 在 免税店 用 不了	为什么 收 不了 花呗 付款	0
23280	我 花呗 没有 还 ， 要 不 就 不 找回 了	花呗 分期 ， 提前 还款	0
13642	花呗 逾期 之后 花呗 不能 用	花呗 逾期 还 完 了   为什么 还 不 可以 用	1
38991	不 支持 花呗 什么 意思	我 想 用 花呗 支付 ， 怎么 不 支持	0
87645	设 密码 花呗	花呗 扣款 必须 输入 密码 吗	1
28775	花呗 提前 还款 后 什么 时候 能 用	支付宝 花呗 提前 还款 在 哪	0
30799	等级 越高 蚂蚁借呗 利息 越低 吗	蚂蚁借呗 和 网商贷 哪个 的 利息 更高	0
70375	在 花呗 我 怎么 用	之前 手机号 不用 了 ， 怎么 才能 找回 我 的 花呗	0
91590	花呗 分期 可以 少 分 几次 吗	花呗 分期   看 可以 借 多少	0
38192	花呗 临时 额度 为什么 没有 了 ？ 这个 月	蚂蚁花呗 为什么 没有 临时 额度	0
16660	花呗 可以 用 在 淘宝 上 吗	花呗 淘宝 上用 不了 吗	0
45912	共享单车 退钱 了 可是 支付宝 花呗 没有 收到	退款 到 花呗 ， 可是 花呗 没有 显示	1
81063	* * * 年 * * * 月 * * * 日 什么 时候 能 用 花呗	我 的 花呗 啥时候 能 用	0
86965	蚂蚁借呗 会 自动 扣 余额宝 的 钱 嘛	花呗 会 直接 在 余额宝 里 扣钱 吗	0
33183	不 小心 点 了 开通 ， 不想 用 花呗 ， 如何 取消	花呗 开通 了 ， 怎么 取消	1
9411	支付宝 余额 还 借呗 ， 限额 是 多少	蚂蚁借呗 最大 还款 限额 是 多少	0
57866	为什么 我 的 花呗 额度 越来越 大	我 的 花呗 额度 掉 了	0
53464	使用 花呗 还 可以 使用 借呗 吗	蚂蚁 花 还 没 还 完 可以 用 借呗 吗	0
86702	挖 的 花呗 红包 没 过期 怎么 都 没有 了	挖 花呗 红包 铲子 怎么 换 不了	0
34135	如何 完善 蚂蚁借呗 的 账户 身份 信息 和 资产 信息	如何 补全 借呗 身份 信息	1
40513	蚂蚁花呗 怎么 关闭 短信 提醒	花呗 交易 短信 提醒 是 什么 鬼	0
62257	用 花呗 充 话费 未 到账	我用 花呗 交 的 话费 ， 沒到 帐	0
97662	如何 降低 花呗 额度	我想查 下 我 的 花呗 有 多少 额度	0
27410	为什么 我 的 花呗 用过 一个月 ， 第二个 月 还 了 ， 还 不能 提额	我 花呗 逾期 了 四天 ， 现在 还 了 ， 为什么 借呗 还是 用 不了	0
39012	我 是 淘宝 卖家 ， 我店 想 开通 花呗 支付 要 怎样 的 条件 才 符合 开通	淘宝 商家 没有 营业执照 怎么 开花 呗	0
50702	支付宝 转账 也 不 涨分 呀	一个 手机号 可以 绑定 两个 支付宝 账号	0
54395	我要 反馈 蚂蚁借呗	我 不 想要 网商贷 ， 我 想要 借呗	0
9658	蚂蚁借呗 多久 能 恢复 使用	蚂蚁借呗 逾期 了 一次 。 想 再 使用 却 借 不了 了 。 要 多久 才 会 恢复	0
92870	花呗 可以 允许 有 宽限期 还款 吗	花呗 期额 还款	0
70354	我 现在 急需 临时 额度	花呗 境外 临时 额度 相关 问题	0
82212	另 一个 账号 注册 了 蚂蚁花呗 并且 账号 不 存在 了 ， 现在 还 能 开通 花呗 吗	我 现在 这个 号 还 能 开通 吗	0
8428	借呗 的 信用 额度 是 什么	借呗 额度 最高 是 多少	0
18108	我 什么 我 不能 用 花呗	为什么 我 的 花呗 不能 用 ， 显示 我 的 花呗 还有 * * * 可用 余额	1
33412	蚂蚁借呗 立即 贷款 立即 收到 钱 吗	在 银行 能查 到 在 借呗 贷 的 款 吗	0
81536	花呗 到期 不能 按时 还款 怎么办	花呗 有 的 不能 还	0
82870	扫码 支付 直接 从 花呗 扣钱	花呗 线下 扫码 支付	0
57921	如果 花呗 * * * 号 消费 ， 是 当月 * * * 号 还 huan	花呗 * * * 月 * * * 号 之前 还 ， 九号 当天 还 可以 吗	0
48127	我 的 款项 退进 了 花呗	我 的 退款 退 到 花呗 里 了 怎么办	1
96812	借呗 为什么 一会 可以 用 一会 不 可以 用	为什么 我 以前 借呗 可以 有 * * * 万 额度 ， 现在 借 不了 了	0
34545	美团 可以 用 花呗 ， 淘宝 不行	美团用 不了 花呗 么	0
74280	花呗 没有 我 的 毕业 学校 怎么办	花呗 学历 没有 怎么 过	0
96378	蚂蚁借呗 如何 如何 还款	如果 我 * * * 号 借款   * * * 号 就要 还 吗   蚂蚁借呗	0
94066	如何 关闭 借呗 一直 借款 功能	我 不 需要 借钱 ， 如何 关闭 借呗	1
25389	我 这 借呗 都 有 一阵 显示 异常 了   啥意思	我 的 蚂蚁花呗 显示 异常 是 什么 意思	1
13938	借呗 为什么 还款 了 还是 没有 信用 额度	为什么 我们 蚂蚁借呗 只有 一种 还款 方式	0
40140	我 的 花呗 怎么 不 提额 了	花呗 地 额度 你 这边 可以 调整 不	0
56238	我 上 月 花呗 已经 还 了	我 * * * 月份 还 花呗 的 钱	0
7833	花呗 * * * 月 * * * 号 的 付款 ， * * * 月 * * * 号 要 还款 么	* * * 号 分期 花呗   本月 需要 还 吗	0
91854	蚂蚁借呗 的 利率 为什么 不 一样	为什么 我 的 借呗 利息 怎么 高	0
16559	为什么 用 花呗 付款 了 ？ 显示 没有 付款	花呗 有 扣款 ， 淘宝 显示 未 支付	0
45231	蚂蚁花呗 还款日 能 修改 吗	花呗 还款日期 可以 跟 改 吗	1
100103	花呗 的 退款 没 到账	商家 说 已经 退款 成功 ， 但 花呗 显示 没有 到账	0
20699	为什么 我 当时 支付 时 直接 从 银行卡 支付 的 ， 为什么 现在 花呗 显示 我要 还款	我 消费 的 钱 已 从 银行卡 扣掉 ， 怎么 花呗 又 要 我 还款 ， 那 我 一次 消费 就付 了 两次 的 钱 了	0
38666	蚂蚁借呗 这个 月 还清 的 一部分 再 借出来 是 哪 月 还	借呗 分期 一个月 吗	0
88262	花呗 在 那里 可用 充 话费	花呗 ， 在 哪冲 话费	1
6104	以后 还 可以 享受 借呗	我 的 借呗 现在 可以 还 吗	0
65049	可不可以 代扣 花呗	花呗 代扣 是 * * *	0
89652	花呗 的 钱 不花 不用 还 把	花呗 是不是 不用 下载	0
20203	花呗 换款 安全 么	花呗 能 加油 么	0
89168	核实 过 了   是 银行卡 支付 的   花呗 还 记账 了	我 有 个 * * * 元 的 支出 ， 我 明明 是 银行卡 支付 的 ， 怎么 花呗 让 我 还款	0
49557	双十一 花呗 临时 额度 不能 摇 了	花呗 双 * * * 临时 额度 可以 摇 几次 入口	0
15830	我 的 蚂蚁花呗 自动 还款 失败 ， 可是 银行卡 的 钱 被扣 了 ， 那 我 是 还 还 了 吗	花呗 自动 还款 失败 ， 但款 没 退回	1
99928	怎样 让 借呗 变成 网商贷	如何 将 网商贷 切换 借呗	0
84421	蚂蚁借呗 怎样 提 额度	借呗 怎样 增加 额度	0
71747	我想查 我 昨天 借呗 的 还款 明细	蚂蚁借呗 的 还款 明细 怎么 查	1
68560	上 个 ? 买 什么 用 花呗	为什么 花呗 用 了 二三百	0
15531	怎么 用 蚂蚁借呗	怎么样 才 可以 用 借呗	0
15089	我点 花呗 ， 怎么 显示 之前 绑定 手机号	花呗 手机号 和 绑定 手机号 不 一致	1
38518	能帮 我查 一下 我 的 借呗 有 逾期 过 吗 ？ 谢谢	我 的 借呗 还 逾期 么	0
15779	借呗 逾期 * * * 天 ， 会 影响 多少 信用 分	借呗 逾期 几天 不 影响 芝麻信用 分	1
